Subject,Condition,ListNum,Block,Direction,Jol
66,B,44,2,S,87
66,B,45,2,S,19
66,B,46,2,S,11
66,B,47,2,S,
66,B,48,2,S,53
66,B,49,2,S,88
66,B,50,2,S,45
66,B,51,2,S,78
66,B,52,2,S,21
66,B,53,2,S,1
66,B,54,2,S,88
66,B,55,2,S,23
66,B,56,2,S,26
66,B,57,2,S,0
66,B,58,2,S,13
66,B,59,2,S,
66,B,60,2,S,0
66,B,61,2,U,23
66,B,62,2,U,45
66,B,63,2,U,23
66,B,64,2,U,32
66,B,65,2,U,33
66,B,66,2,U,21
66,B,67,2,U,12
66,B,68,2,U,11
66,B,69,2,U,0
66,B,70,2,U,0
66,B,71,2,U,0
66,B,72,2,U,88
66,B,73,2,U,0
66,B,74,2,U,0
66,B,75,2,U,10
66,B,76,2,U,32
66,B,77,2,U,0
66,B,78,2,U,53
66,B,79,2,U,0
66,B,80,2,U,
70,B,1,2,F,12
70,B,2,2,F,45
70,B,3,2,F,78
70,B,4,2,F,12
70,B,5,2,F,29
70,B,6,2,F,100
70,B,7,2,F,12
70,B,8,2,F,78
70,B,9,2,F,45
70,B,10,2,F,23
70,B,11,2,F,98
70,B,12,2,F,78
70,B,13,2,F,90
70,B,14,2,F,90
70,B,15,2,F,90
70,B,16,2,F,75
70,B,17,2,F,99
70,B,18,2,F,100
70,B,19,2,F,67
70,B,20,2,F,99
70,B,21,2,B,98
70,B,22,2,B,99
70,B,23,2,B,90
70,B,24,2,B,96
70,B,25,2,B,67
70,B,26,2,B,90
70,B,27,2,B,34
70,B,28,2,B,90
70,B,29,2,B,89
70,B,30,2,B,23
70,B,31,2,B,23
70,B,32,2,B,75
70,B,33,2,B,99
70,B,34,2,B,89
70,B,35,2,B,78
70,B,36,2,B,87
70,B,37,2,B,89
70,B,38,2,B,81
70,B,39,2,B,98
70,B,40,2,B,99
70,B,41,2,S,99
70,B,42,2,S,89
70,B,43,2,S,32
70,B,44,2,S,99
70,B,45,2,S,89
70,B,46,2,S,12
70,B,47,2,S,11
70,B,48,2,S,22
70,B,49,2,S,67
70,B,50,2,S,34
70,B,51,2,S,90
70,B,52,2,S,90
70,B,53,2,S,90
70,B,54,2,S,78
70,B,55,2,S,56
70,B,56,2,S,23
70,B,57,2,S,67
70,B,58,2,S,99
70,B,59,2,S,45
70,B,60,2,S,90
70,B,61,2,U,12
70,B,62,2,U,12
70,B,63,2,U,80
70,B,64,2,U,34
70,B,65,2,U,76
70,B,66,2,U,78
70,B,67,2,U,12
70,B,68,2,U,31
70,B,69,2,U,12
70,B,70,2,U,67
70,B,71,2,U,89
70,B,72,2,U,23
70,B,73,2,U,12
70,B,74,2,U,11
70,B,75,2,U,84
70,B,76,2,U,12
70,B,77,2,U,56
70,B,78,2,U,11
70,B,79,2,U,11
70,B,80,2,U,78
